,date,store_nbr,transactions
0,2013-01-01,25,770
1,2013-01-02,1,2111
2,2013-01-02,2,2358
3,2013-01-02,3,3487
4,2013-01-02,4,1922
5,2013-01-02,5,1903
6,2013-01-02,6,2143
7,2013-01-02,7,1874
8,2013-01-02,8,3250
9,2013-01-02,9,2940
10,2013-01-02,10,1293
11,2013-01-02,11,3547
12,2013-01-02,12,1362
13,2013-01-02,13,1102
14,2013-01-02,14,2002
15,2013-01-02,15,1622
16,2013-01-02,16,1167
17,2013-01-02,17,1580
18,2013-01-02,18,1635
19,2013-01-02,19,1369
20,2013-01-02,23,1381
21,2013-01-02,24,2605
22,2013-01-02,25,1038
23,2013-01-02,26,1008
24,2013-01-02,27,1386
25,2013-01-02,28,950
26,2013-01-02,30,708
27,2013-01-02,31,1401
28,2013-01-02,32,776
29,2013-01-02,33,1163
30,2013-01-02,34,2724
31,2013-01-02,35,786
32,2013-01-02,37,1691
33,2013-01-02,38,1987
34,2013-01-02,39,1587
35,2013-01-02,40,1178
36,2013-01-02,41,915
37,2013-01-02,43,1385
38,2013-01-02,44,4821
39,2013-01-02,45,4208
40,2013-01-02,46,4886
41,2013-01-02,47,4161
42,2013-01-02,48,3397
43,2013-01-02,49,2346
44,2013-01-02,50,3077
45,2013-01-02,51,1985
46,2013-01-02,54,998
47,2013-01-03,1,1833
48,2013-01-03,2,2033
49,2013-01-03,3,3026
50,2013-01-03,4,1551
51,2013-01-03,5,1740
52,2013-01-03,6,1795
53,2013-01-03,7,1568
54,2013-01-03,8,2904
55,2013-01-03,9,2396
56,2013-01-03,10,1157
57,2013-01-03,11,2675
58,2013-01-03,12,1248
59,2013-01-03,13,916
60,2013-01-03,14,1823
61,2013-01-03,15,1512
62,2013-01-03,16,1101
63,2013-01-03,17,1339
64,2013-01-03,18,1484
65,2013-01-03,19,1098
66,2013-01-03,23,1181
67,2013-01-03,24,2462
68,2013-01-03,25,887
69,2013-01-03,26,813
70,2013-01-03,27,928
71,2013-01-03,28,749
72,2013-01-03,30,689
73,2013-01-03,31,1126
74,2013-01-03,32,727
75,2013-01-03,33,1168
76,2013-01-03,34,2348
77,2013-01-03,35,725
78,2013-01-03,37,1526
79,2013-01-03,38,1746
80,2013-01-03,39,1426
81,2013-01-03,40,1171
82,2013-01-03,41,809
83,2013-01-03,43,1334
84,2013-01-03,44,3618
85,2013-01-03,45,3314
86,2013-01-03,46,3438
87,2013-01-03,47,3660
88,2013-01-03,48,2887
89,2013-01-03,49,1702
90,2013-01-03,50,2307
91,2013-01-03,51,1644
92,2013-01-03,54,920
93,2013-01-04,1,1863
94,2013-01-04,2,2066
95,2013-01-04,3,3188
96,2013-01-04,4,1596
97,2013-01-04,5,1642
98,2013-01-04,6,1679
99,2013-01-04,7,1513
100,2013-01-04,8,2962
101,2013-01-04,9,1975
102,2013-01-04,10,970
103,2013-01-04,11,2515
104,2013-01-04,12,1064
105,2013-01-04,13,879
106,2013-01-04,14,1641
107,2013-01-04,15,1318
108,2013-01-04,16,977
109,2013-01-04,17,1139
110,2013-01-04,18,1238
111,2013-01-04,19,1003
112,2013-01-04,23,1257
113,2013-01-04,24,2607
114,2013-01-04,25,1054
115,2013-01-04,26,813
116,2013-01-04,27,1034
117,2013-01-04,28,651
118,2013-01-04,30,689
119,2013-01-04,31,1246
120,2013-01-04,32,680
121,2013-01-04,33,948
122,2013-01-04,34,2369
123,2013-01-04,35,630
124,2013-01-04,37,1701
125,2013-01-04,38,1723
126,2013-01-04,39,1285
127,2013-01-04,40,1044
128,2013-01-04,41,835
129,2013-01-04,43,1358
130,2013-01-04,44,4169
131,2013-01-04,45,3630
132,2013-01-04,46,3434
133,2013-01-04,47,3915
134,2013-01-04,48,2900
135,2013-01-04,49,2016
136,2013-01-04,50,2698
137,2013-01-04,51,1786
138,2013-01-04,54,794
139,2013-01-05,1,1509
140,2013-01-05,2,2062
141,2013-01-05,3,3623
142,2013-01-05,4,1825
143,2013-01-05,5,1643
144,2013-01-05,6,2154
145,2013-01-05,7,1599
146,2013-01-05,8,3060
147,2013-01-05,9,2604
148,2013-01-05,10,1269
149,2013-01-05,11,3052
150,2013-01-05,12,1293
151,2013-01-05,13,1336
152,2013-01-05,14,2052
153,2013-01-05,15,1543
154,2013-01-05,16,1109
155,2013-01-05,17,1433
156,2013-01-05,18,1323
157,2013-01-05,19,1713
158,2013-01-05,23,1250
159,2013-01-05,24,2578
160,2013-01-05,25,1355
161,2013-01-05,26,1081
162,2013-01-05,27,1327
163,2013-01-05,28,1033
164,2013-01-05,30,749
165,2013-01-05,31,1317
166,2013-01-05,32,890
167,2013-01-05,33,1217
168,2013-01-05,34,2599
169,2013-01-05,35,723
170,2013-01-05,37,1770
171,2013-01-05,38,2214
172,2013-01-05,39,1851
173,2013-01-05,40,1118
174,2013-01-05,41,1021
175,2013-01-05,43,1205
176,2013-01-05,44,4921
177,2013-01-05,45,4331
178,2013-01-05,46,4935
179,2013-01-05,47,4764
180,2013-01-05,48,4084
181,2013-01-05,49,2562
182,2013-01-05,50,3459
183,2013-01-05,51,2068
184,2013-01-05,54,949
185,2013-01-06,1,520
186,2013-01-06,2,1992
187,2013-01-06,3,3590
188,2013-01-06,4,1891
189,2013-01-06,5,1754
190,2013-01-06,6,2313
191,2013-01-06,7,1431
192,2013-01-06,8,2748
193,2013-01-06,9,2635
194,2013-01-06,10,1173
195,2013-01-06,11,3188
196,2013-01-06,12,1271
197,2013-01-06,13,1008
198,2013-01-06,14,1313
199,2013-01-06,15,1149
200,2013-01-06,16,1323
201,2013-01-06,17,1383
202,2013-01-06,18,1405
203,2013-01-06,19,1157
204,2013-01-06,23,1100
205,2013-01-06,24,2061
206,2013-01-06,25,716
207,2013-01-06,26,1075
208,2013-01-06,27,1614
209,2013-01-06,28,1207
210,2013-01-06,30,667
211,2013-01-06,31,1468
212,2013-01-06,32,772
213,2013-01-06,33,1302
214,2013-01-06,34,2377
215,2013-01-06,35,651
216,2013-01-06,37,1282
217,2013-01-06,38,2522
218,2013-01-06,39,1571
219,2013-01-06,40,1023
220,2013-01-06,41,1142
221,2013-01-06,43,1194
222,2013-01-06,44,4925
223,2013-01-06,45,4418
224,2013-01-06,46,5401
225,2013-01-06,47,4935
226,2013-01-06,48,4591
227,2013-01-06,49,2795
228,2013-01-06,50,3297
229,2013-01-06,51,1934
230,2013-01-06,54,1180
231,2013-01-07,1,1807
232,2013-01-07,2,1911
233,2013-01-07,3,2996
234,2013-01-07,4,1514
235,2013-01-07,5,1577
236,2013-01-07,6,1713
237,2013-01-07,7,1705
238,2013-01-07,8,2768
239,2013-01-07,9,2162
240,2013-01-07,10,1148
241,2013-01-07,11,2361
242,2013-01-07,12,1113
243,2013-01-07,13,921
244,2013-01-07,14,1671
245,2013-01-07,15,1413
246,2013-01-07,16,1066
247,2013-01-07,17,1292
248,2013-01-07,18,1369
249,2013-01-07,19,1137
250,2013-01-07,23,1185
251,2013-01-07,24,2320
252,2013-01-07,25,703
253,2013-01-07,26,792
254,2013-01-07,27,1093
255,2013-01-07,28,775
256,2013-01-07,30,663
257,2013-01-07,31,1170
258,2013-01-07,32,699
259,2013-01-07,33,1078
260,2013-01-07,34,2224
261,2013-01-07,35,568
262,2013-01-07,37,1450
263,2013-01-07,38,1549
264,2013-01-07,39,1356
265,2013-01-07,40,1148
266,2013-01-07,41,744
267,2013-01-07,43,1137
268,2013-01-07,44,3871
269,2013-01-07,45,3339
270,2013-01-07,46,3205
271,2013-01-07,47,3570
272,2013-01-07,48,2697
273,2013-01-07,49,1719
274,2013-01-07,50,2371
275,2013-01-07,51,1637
276,2013-01-07,54,890
277,2013-01-08,1,1869
278,2013-01-08,2,1856
279,2013-01-08,3,2826
280,2013-01-08,4,1397
281,2013-01-08,5,1504
282,2013-01-08,6,1555
283,2013-01-08,7,1524
284,2013-01-08,8,2639
285,2013-01-08,9,2206
286,2013-01-08,10,1100
287,2013-01-08,11,2388
288,2013-01-08,12,1130
289,2013-01-08,13,879
290,2013-01-08,14,1673
291,2013-01-08,15,1330
292,2013-01-08,16,1009
293,2013-01-08,17,1197
294,2013-01-08,18,1388
295,2013-01-08,19,1013
296,2013-01-08,23,1143
297,2013-01-08,24,2349
298,2013-01-08,25,626
299,2013-01-08,26,729
300,2013-01-08,27,999
301,2013-01-08,28,877
302,2013-01-08,30,701
303,2013-01-08,31,1200
304,2013-01-08,32,641
305,2013-01-08,33,1164
306,2013-01-08,34,2272
307,2013-01-08,35,555
308,2013-01-08,37,1366
309,2013-01-08,38,1331
310,2013-01-08,39,1417
311,2013-01-08,40,1090
312,2013-01-08,41,764
313,2013-01-08,43,1155
314,2013-01-08,44,3593
315,2013-01-08,45,3102
316,2013-01-08,46,3061
317,2013-01-08,47,3185
318,2013-01-08,48,2320
319,2013-01-08,49,1609
320,2013-01-08,50,2251
321,2013-01-08,51,1613
322,2013-01-08,54,729
323,2013-01-09,1,1910
324,2013-01-09,2,1975
325,2013-01-09,3,2932
326,2013-01-09,4,1533
327,2013-01-09,5,1513
328,2013-01-09,6,1702
329,2013-01-09,7,1525
330,2013-01-09,8,2802
331,2013-01-09,9,1976
332,2013-01-09,10,930
333,2013-01-09,11,2230
334,2013-01-09,12,1108
335,2013-01-09,13,831
336,2013-01-09,14,1591
337,2013-01-09,15,1276
338,2013-01-09,16,923
339,2013-01-09,17,1110
340,2013-01-09,18,1206
341,2013-01-09,19,960
342,2013-01-09,23,1127
343,2013-01-09,24,2354
344,2013-01-09,25,755
345,2013-01-09,26,738
346,2013-01-09,27,1033
347,2013-01-09,28,645
348,2013-01-09,30,627
349,2013-01-09,31,1007
350,2013-01-09,32,591
351,2013-01-09,33,976
352,2013-01-09,34,2101
353,2013-01-09,35,539
354,2013-01-09,37,1544
355,2013-01-09,38,1525
356,2013-01-09,39,1219
357,2013-01-09,40,939
358,2013-01-09,41,749
359,2013-01-09,43,1000
360,2013-01-09,44,4006
361,2013-01-09,45,3268
362,2013-01-09,46,2989
363,2013-01-09,47,3370
364,2013-01-09,48,2316
365,2013-01-09,49,1776
366,2013-01-09,50,2228
367,2013-01-09,51,1786
368,2013-01-09,54,730
369,2013-01-10,1,1679
370,2013-01-10,2,1761
371,2013-01-10,3,2649
372,2013-01-10,4,1326
373,2013-01-10,5,1449
374,2013-01-10,6,1422
375,2013-01-10,7,1487
376,2013-01-10,8,2545
377,2013-01-10,9,1942
378,2013-01-10,10,925
379,2013-01-10,11,2274
380,2013-01-10,12,1121
381,2013-01-10,13,877
382,2013-01-10,14,1423
383,2013-01-10,15,1317
384,2013-01-10,16,889
385,2013-01-10,17,1141
386,2013-01-10,18,1219
387,2013-01-10,19,960
388,2013-01-10,23,1024
389,2013-01-10,24,2226
390,2013-01-10,25,632
391,2013-01-10,26,710
392,2013-01-10,27,900
393,2013-01-10,28,700
394,2013-01-10,30,693
395,2013-01-10,31,1001
396,2013-01-10,32,603
397,2013-01-10,33,868
398,2013-01-10,34,2079
